List of MPs with pending cases (Lok Sabha2004),,,,,,,,,,,,,,,,,,,,
S.No,State,Constituency,Candidate,Sex,Age,Category,Party,Sections,Criminal cases,,,,,,,,,,,
77,NATIONAL CAPITAL TERRITORY OF DELHI,New Delhi,AJAY MAKAN,M,40,GEN,INC,"147, 148, 149, 188, 353, 332, 186, 427, 3 Prevention of Damage to property Act.","Offences charged:
147 and 148 (rioting), 149   (Unlawful Assembly), 186  (obstructing public servant),
188 (disobeying public servant), 332 (hurting public
servant), 353 (assaulting public servant), 427 (causing damage), Prevention of damage property Act
",,,,,,,,,,,
78,NATIONAL CAPITAL TERRITORY OF DELHI,Outer Delhi,SAJJAN KUMAR,M,58,GEN,INC,"499, 500, 501",499/500/501 (defamation),,,,,,,,,,,
79,ORISSA,Mayurbhanj,SUDAM MARNDI,M,38,ST,JMM,"143, 506, 149, 365/34, 148, 143, 506, 149, 384/35","Unlawful assembly, criminal intimidation with death threat, kidnapping for wrongful confinement, criminal acts committed jointly, rioting with deadly weapon, extortion",,,,,,,,,,,
80,ORISSA,Dhenkanal,TATHAGATA SATAPATHY,M,48,GEN,BJD,"458, 330, 506, 426, 379, 500, 502","house trespass or house breaking by night with intent to hurt, assault or wrongful restraint, causing hurt to extort confession or to compel restoration of property,  criminal intimidation and death threat, mischief,theft, defamation",,,,,,,,,,,
81,ORISSA,Sundargarh,JUAL ORAM,M,43,ST,BJP,"143, 341, 447, 332, 161","unlawful assembly, wrongful restraint, criminal trspass, hurting public servant to prevent him from doing his duty",,,,,,,,,,,
82,PUNJAB,Amritsar,NAVJOT SINGH SIDHU,M,41,GEN,BJP,FIR No 244 U/S 304/34/PC & chargrs framed u/s 304/302/34 &323/34 IPC.case no 79/18-8-94/20,"Culpable homicide not amounting to murder, criminal acts jointly commited, Murder, Causing hurt",,,,,,,,,,,
83,PUNJAB,Tarn Taran,DR. RATTAN SINGH AJNALA,M,60,GEN,SAD,"charged u/s13(1)(E)R/W 13(2) PC Act 1988, charges not framed yet.","charged u/s13(1)(E)R/W 13(2) PC Act 1988, charges not framed yet.",,,,,,,,,,,
84,PUNJAB,Ludhiana,SHARANJIT SINGH DHILLON,M,51,GEN,SAD,FIR No 270 DT 1/12/03 u/s 188/283/353/506/148/149 of IPC(investigation going on),"disobeying public servant, obstructing public way, assaulting public servant from doing his duty, criminal intimidation and death threat, rioting armed with deadly weapon, unlawful assembly",,,,,,,,,,,
85,PUNJAB,Firozepur,ZORA SINGH MAAN,M,62,GEN,SAD," 325, 323,506,148,149 ","causing grievous hurt, causing hurt, criminal intimidation and death threat, rioting with deadly weapon, unlawful assembly",,,,,,,,,,,
86,PUNJAB,Faridkot,SUKHBIR SINGH BADAL,M,42,GEN,SAD,"467, 468, 471, 420, 120-B, 7/8/9/10/13(1) r.w 13(2) of the prevention of corruption Act 1988","Forgery, cheating, crminal conspiract, prevention of corruption act",,,,,,,,,,,
87,RAJASTHAN,Bayana,RAMSWAROOP KOLI,M,39,SC,BJP,"IPC 147,148,149,452,336,435,323,324,427-IPC,147,148,149,452,436,336,323,324,379,427-IPC,147,148,149,452,436,336,427IPC, ","Rioting, rioting armed, offence to be member of unlawful assembly, House trespass, Any act with endangerous human life, mischief by fire with intent to cause damage,voluntarily causing hurt,use of dangerous weapons, causing damage by mischief.",,,,,,,,,,,
88,RAJASTHAN,Banswara,DHAN SINGH RAWAT ADVOCATE,M,37,ST,BJP,"IPC 143,341,283; IPC 283","Being number of an unlawful assembly , wrongful restraining any person, Causing Danger, Obstruction or injury in public way, causing danger obstruction or injury in any public way or line of navigation.",,,,,,,,,,,
89,RAJASTHAN,Salumber,MAHAVEER BHAGORA,M,52,ST,BJP,"13/6public examinations (Prevention  of improper means) Act ,1972",Using improper means (cheating) in public examination,,,,,,,,,,,
90,TAMIL NADU,Sriperumbudur,KRISHNASWAMY. A,M,38,SC,DMK,"Sec 500 IPC, 8(1)(2)(3) Representation of the people Act",Defamation against CM of TN,,,,,,,,,,,
91,TAMIL NADU,Cuddalore,VENKATAPATHY. K,M,57,GEN,DMK,"147, 148, 324, 336, 506(11)IPC, 149 IPC, 120B IPC, 13(2)r/w,13(1)(e)Of PC Act, r/w 109 IPC","Rioting, rioting with deadly weapons, causing hurt by dangerous weapons, Endangering life and safety of people, criminal intimidation and death threat, unlawful assembly, criminal conspiracy, PC Act",,,,,,,,,,,
92,TAMIL NADU,Tiruchirappalli,GANESAN. L,M,68,GEN,MDMK,,,,,,,,,,,,,
93,TAMIL NADU,Pudukkottai,REGUPATHY. S,M,53,GEN,DMK,"147, 148, 324, 336, 506(11)IPC, 149, 120(B)IPC, 13(2), 13(1)(e) of P.C Act 1988, 109","Rioting, rioting with deadly weapons, causing hurt by dangerous weapons, Endangering life and safety of people, criminal intimidation and death threat, unlawful assembly, criminal conspiracy, PC Act",,,,,,,,,,,
94,TAMIL NADU,Tirunelveli,"DHANUSKODI ATHITHAN, R.",M,52,GEN,INC,"Sec 420 IPC , 8(1)(2)(3) Representation of the People Act","cheating , 8(1)(2)(3) Representation of the People Act",,,,,,,,,,,
95,TAMIL NADU,Tenkasi,APPADURAI. M,M,51,SC,CPI,in tamil,in tamil,,,,,,,,,,,
96,TAMIL NADU,Gobichettipalayam,"ELANGOVAN, E. V. K. S.",M,55,GEN,INC,8(1)(2)(3)Representatiom Of The Act,8(1)(2)(3)Representatiom Of The Act,,,,,,,,,,,
97,TAMIL NADU,Madras North,KUPPUSAMI. C,M,77,GEN,DMK,"147, 148, 332, 427, 324, 307","Rioting, rioting with deadly weapons, Hurting public servant to prevent him from doing his duty, Causing damage, Causing hurt by dangerous weapon, Attempt to murder",,,,,,,,,,,
98,UTTAR PRADESH,Aonla,KUNWAR SARVRAJ SINGH,M,49,GEN,JD(U),"147,149,353,337","Rioting, Unlawful assembly, Hurting public servant to prevent him from doing his duty, causing hurt by act endangering life or personal safety of others",,,,,,,,,,,
99,UTTAR PRADESH,Unnao,BRAJESH PATHAK,M,28,GEN,BSP,"147, 148, 353, 364, 147, 427, 336, 452, 307, 3/25 Arms Act, 147, 148, 353, 364, 427, 336, 452, 307, 3/25 Arms Act","rioting, rioting armed with deadly weapons, assaulting public servant to prevent him from doing his duty, kidnapping with intent to murder, causing damage, act endangering life or personal safety of others, house trespass for causing hurt or assault, attempt to murder, Arms Act",,,,,,,,,,,
100,UTTAR PRADESH,Pratapgarh,"AKSHAY PRATAP SINGH ""GOPAL JI""",M,38,GEN,SP,"364, 302, 201, 120B, IPC, 3, 4 POTA Act, 25 A Act, 147, 148, 149, 307, 342, 506, IPC, 506 IPC, 323, 364, IPC, 147, 148, 149, 307, 504, 506, IPC, 147, 148, 149, 308, 323, 342, IPC, 147, 323, 504, 506, IPC, 147, 148, 323, 506, IPC, 147, 148, 149, 323, 504, 506, 379, IPC, 328, 306, IPC, 147, 148, 149, 504, 508, IPC, 25/30 A Act, 364, 302, 210, 120B, IPC, 147, 342, 506, IPC, 147, 148,149, 307, 324, IPC, 3(2) Gangster Act, 352, 504, 506, IPC, 25/27 A Act, 395, 397, 447, 448, 286, 504, 506, 120B IPC, 3(2) Gangster Act, 386, 420, 466, 468, 120B, IPC, 409, 384, IPC, 302, 120B, IPC, 3/4 POTA, 302/34, 506, 120B IPC","kidnapping with intent to murder, murder, destroying evidence, criminal conspiracy, rioting, rioting with deadly weapon, unlawful assembly, attempt to murder, wrongful confinement, criminal intimidation and death threat, causing hurt, breach of peace, attempt to commit culpable homicide, theft, causing hurt by means of poison, fraudulently obtaining decree for sum not due, assault or criminal force unprovoked, dacoity, robbery or dacoity with intent to cause death, criminal trespass, house trespass, negligent conduct with respect to explosive substance, extortion by putting person on fear of death or grievous hurt, cheating, forgery, breach of trust, extortion, Arms Act, POTA, Gangster Act",,,,,,,,,,,
101,UTTAR PRADESH,Sultanpur,MOHD TAHIR,M,28,GEN,BSP,"352, 353, 504, IPC, 36/63 Forest Act","Assault or criminal force unprovoked, Assaulting public servant to prevent him from doing his duty, Aassault to cause breach of peace, & offences under Forest Act 36/63",,,,,,,,,,,
102,UTTAR PRADESH,Akbarpur,MAYA WATI,F,48,SC,BSP,,"Criminal conspiracy, Cheating, Forgery, Using forged document. 13(2) r.w. 13(1) of PC Act, 1988",,,,,,,,,,,
103,UTTAR PRADESH,Faizabad,MITRASEN BHAGOTI,M,70,GEN,BSP,"147, 148, 323, 324IPC, 147, 148, 149, 302, 307, 324 IPC, 147, 148, 149, 353, 323, 436, 211, 504, 109IPC, 147, 148, 149, 302, 120B, 109IPC, 395, 397, 440 IPC, 395IPC, 147, 148, 149, 307, 435, 336, 337, 323 IPC, 147, 148, 149, 307, 435, 336, 337, 323IPC, 147, 336, 332, 307, 109, 120B, 395, 396, 397IPC, 395, 427IPC, 148, 149, 307, 120B IPC, 136(2) People Representation Act, 147, 148, 149, 307, 302, 120B IPC, 143, 188 IPC, 126(1) People's Representative Act, 147, 148, 149, 307, 120B IPC, 147, 148, 149, 323, 504, 506, 395 IPC, 419, 420, 467, 468, 471, 409, IPC, 147, 323, 324, 504, 506, 436, 307, IPC, 409, 420, IPC, 409, 420, IPC, 386, 506, IPC, 419, 420, 467, 468, 409, IPC,467, 468, 471, 406, 420, 419, 409 IPC, 386, 504, 506, IPC, 386, 504, 506 , IPC, 307, 506, 427, 208, IPC, 143, 504, 506, IPC, 147, 148, 323, 324, IPC, 3 UP Goonda Act, ","Over 30 cases ranging from muder (3 cases), attempt to murder (10 cases), dacoity (6 cases), robbery (3 cases), to several cases of extortion, criminal intimidation, death threats, cheating, forgery, rioting armed with deadly weapon, destruction of proper",,,,,,,,,,,
104,UTTAR PRADESH,Balrampur,BRIJ BHUSHAN SHARAN SINGH,M,47,GEN,BJP,"25, 27, 30 Arms Act, 147, 148, 149, 307, IPC, 27 Arms Act ","Arms act, rioting, rioting with deadly weapons, unlawful assembly,attempt to murder",,,,,,,,,,,
105,UTTAR PRADESH,Domariaganj,MOHD. MUQUEEM,M,53,GEN,BSP,yes but not clear,"Rioting, Unlawful ssembly, Endangering life & safety of people,""Assauting public servant"" to prevent him from doing his duty,Assault to cause breach of peace, Criminal intimidation and death threat.",,,,,,,,,,,
106,UTTAR PRADESH,Khalilabad,BHALCHANDRA YADAVA,M,40,GEN,BSP,yes but sections not mentioned,,,,,,,,,,,,
107,UTTAR PRADESH,Azamgarh,RAMAKANT YADAV,M,43,GEN,BSP,"504, 506 , IPC, 5(1) UPG Act, 436 IPC, 3(2)(V)SC/ST Act, 352, 504, 506, IPC","Breach of peace, criminal intimidation and death threat, destruction of property by fire or explosives, assault or criminal force unprovoked, SC&ST Act, UPG Act",,,,,,,,,,,
108,UTTAR PRADESH,Machhlishahr,UMAKANT YADAV,M,43,GEN,BSP,"147, 148, 149, 303 IPC, 419, 420, IPC, 147, 323, 504, 307, IPC, 147, 302, IPC, 337","Murder, Rioting armed with deadly weapon, Unlawful assembly, cheating",,,,,,,,,,,
109,UTTAR PRADESH,Ghazipur,AFAJAL ANSARI,M,50,GEN,SP,"147,148,353 IPC,3 PDP ACT,7 CLA ACT","Rioting armed with deadly weapon,""Assauting public servant"" to prevent him from doing his duty, & 3 P.D.P.P. Act & 7 C.L.A. Act, ",,,,,,,,,,,
110,UTTAR PRADESH,Phulpur,ATIQUE AHAMAD,M,41,GEN,SP,"302, 120B, 353, 332, 307 201 1PC,302, 307, 120B IPC 7 Criminal law amendment Act, 332, 353, 325IPC, 143, 153-A IPC, 323, 504, 5061PC, 302,120B, 353, 332, 307, 201 IPC, 147, 148, 159, 342, 365, 368, 387, 427, 452, 506/34 IPC, 3(1)(x)SC/ST Act, 302, 120B, 201IPC, 3 Goonda Act, 147, 148, 323, 504, 506, 341, 342, 452, 384, 427IPC, 147,148,149,386,504,506,384,448,427,482,352/34IPC, 7 CLA Act, 2/3 UP Gangster Act, 302, 307, 120B IPC, 7 CLA Act, 147, 148, 149, 352, 386, 504, 506, 323, 365IPC, 7CLA Act, 2/3 UP Gangster Act, 3(1)SC/ST Act, 395,397, 448, 387IPC, 7CLA Act, 2/3 UP Gangster Act, 147, 148, 149, 307, 504, 506, 120B IPC, 147, 148, 149, 504, 506, 452, 323IPC, 2/3 UP Gangster Act, 147, 148, 149, 504, 506, 307, 387, 120B IPC, 420, 467, 468, 471, 506, 384, 387IPC, 2/3 UP Gangster Act, 302, 120B IPC, 147,148, 149, 336, 427, 506, 120B IPC, 7 CLA Act, 147, 148, 149, 286, 531, 427 IPC, 7 CLA Act, 147, 336, 427 IPC, 7 CLA Act, 147, 427IPC, 7CLA Act, 336, 427IPC, 7 CLA Act, 147, 336, 427 IPC, 7 CLA Act, 147, 149, 336, 427, 120B IPC, 7CLA Act, 307, 120B IPC, 147, 148, 149, 437, 153, 341, 336, 427, 120B IPC, 7 CLA Act, 147, 148, 149, 307, 302, 504, 506, 34, 120B IPC, 2/3 UP Gangster Act, 342, 504, 506, 384, 447, 448 IPC, 2/3 UP Gangster Act, 307, 120B, 302 IPC, 7 CLA Act, 25 Ayudh Adhimiyam, 302, 120B IPC, 452, 323, 504 506IPC, 26 Vikas Pradhikaran Adhiniyam, 3 Public Property Act, 2,3,4 Public Property Act, ","Over 35 cases ranging from murder (7 cases), attempt to murder (6 cases), dacoity, robbery, dacoity with attempt to cause death or grievous hurt, to several cases of extortion with death threats, criminal conspiracy, wrongful confinement, criminal intimidation",,,,,,,,,,,
111,UTTAR PRADESH,Jhansi,CHANDRAPAL SINGH YADAV,M,47,GEN,SP,"147, 323, more cases but not clear","Rioting, Causing hurt, Hurting public servant to prevent him from doing his duly, Attempting to commit offence",,,,,,,,,,,
112,UTTAR PRADESH,Jalaun,BHANU PRATAP SINGH VERMA,M,44,SC,BJP,182 IPC,False information to public servants,,,,,,,,,,,
113,UTTAR PRADESH,Mainpuri,MULAYAM SINGH YADAV,M,63,GEN,SP,"415,497,469,471,109,120B","cheating, adultery, forgery, Abetting a crime,Criminal conspiracy.",,,,,,,,,,,
114,UTTAR PRADESH,Jalesar,PRO. S.P SINGH BAGHET,M,40,GEN,SP,"147, 148, 149, 332, 333, 353, 336, 504, 506, 427IPC, 3 Property Damage Act","Rioting armed with deadly weapon, Unlawful assembly, Hurting public servant to prevent him from doing his duty, Criminal intimidation and death threat, Assault to cause breach of peace, Causing damage, Property damage act",,,,,,,,,,,
115,UTTAR PRADESH,Firozabad,RAM JI LAL SUMAN,M,52,SC,SP,"FIR No. 610/81, 74/99, ACJM, Agra, Judicial Magistrate Firozabad, Case No. 687/81, 74/99","FIR No. 610/81, 74/99, ACJM, Agra, Judicial Magistrate Firozabad, Case No. 687/81, 74/99",,,,,,,,,,,
116,UTTAR PRADESH,Agra,RAJ BABBAR,M,52,GEN,SP,"147, 149, 353, 332, IPC,","Rioting, Unlawful assembly, assaulting public servant to prevent him from doing his duty, hurting public servant to prevent him from doing his duty",,,,,,,,,,,
117,UTTAR PRADESH,Hapur,SURENDRA PRAKASH GOYAL,M,53,GEN,INC,"147,148,353,427","Rioting armed with deadly weapon, ""Assault"" or criminal force, unprovoked , Causing damage ",,,,,,,,,,,
118,UTTAR PRADESH,Saharanpur,RASHEED MASOOD,M,53,GEN,SP,Section 13(1)(D) & 13(2) P.C. Act & Substantive offence,Section 13(1)(D) & 13(2) P.C. Act & Substantive offence,,,,,,,,,,,
119,UTTAR PRADESH,Lalganj,DAROGA PRASAD SAROJ,M,54,SC,SP,"147,148, 323, 336, 504, 506","Rioting , rioting with deadly weapons, Causing hurt, Endangering life and safety of people, Breach of peace, Criminal intimidation and death threat",,,,,,,,,,,
120,UTTAR PRADESH,Allahabad,KUNWAR REWATI RAMAN SINGH URF MANI JI,M,60,GEN,SP,"147, 148, 149, 427, 428, 447, 506","Rioting, Rioting with deadly weapons, Offences committed in unlawful assembly, causing damage, killing or maiming animal, Criminal trespass, Criminal intimidation and death threat",,,,,,,,,,,
121,WEST BENGAL,Malda,A. B. A. GHANI KHAN CHOUDHURY,M,69,GEN,INC,"147, 148, 149, 448, 337, 427, 324, 325, 379","Rioting with deadly weapon, House tresspass, causing hurt, Mischief, theft",Death,,,,,,,,,,
122,WEST BENGAL,Murshidabad,ABDUL MANNAN HOSSAIN,M,51,GEN,INC,"147, 148, 149, 332, 333, 353, 427, 337, 338, 364, 307, 506","Rioting with deadly weapons, unlawful assembly,Causing grievous hurt and assault to public servant to prevent him from doing his duty, causing damage, causing grievous hurt by endangering life and safety of others,  Kidnapping with Attemp to murder, Attempt to murder, Criminal intimidation and death threat",,,,,,,,,,,
123,WEST BENGAL,Berhampore,ADHIR RANJAN CHOWDHURY,M,48,GEN,INC,"147, 148, 149, 323, 326, 307IPC, 25/27 ARMS ACT,9B(ii)I.E. ACT,302, 120B, 109, 115/120B,506  ","Rioting with deadly weapons, unlawful assembly, Causing hurt, causing grievous hurt by dangerous weapon, Attemp to murder, murder, criminal conspiracy, abetting a crime, liability of person for whose benefit a riot is committed, Criminal intimidation and death threat",,,,,,,,,,,
124,WEST BENGAL,Jhargram,RUPCHAND MURMU,M,56,ST,CPM,302/34,"Murder, crminals act jointly committed",,,,,,,,,,,
125,WEST BENGAL,Purulia,BIR SINGH MAHATO,M,57,GEN,AIFB,"147, 148 , 448, 323, 427, 380, 506, 376,","Rioting with deadly weapons, House trespass, Causing hurt, causing damage, theft, Criminal intimidation and death threat, Rape",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
